,name,date_of_emergence_min,adults_id,well_number,larviposition_id,larviposition_date,larviposition_number,weekend,abortion_stage,abortion,wet_weight,pupa_length,pupa_width,emerged,date_emerged,date_of_death,weekend_death,sex,treatment,weight_emerged,dry_weight,residual_dry_weight,mAgeDays,fat,mAgeBins,pred1,pred2
1,Control,27/07/2018,77,g5,1,13/08/2018,1,1,0,0,32.3,5.92,3.48,0,NA,NA,0,NA,measurment and emergence,NA,NA,NA,17,NA,NA,26.59020088,30.23927945
2,Control,27/07/2018,23,b11,2,14/08/2018,1,0,0,0,28.3,NA,NA,1,13/09/2018,20/09/2018,0,m,emergence only,28.3,NA,NA,18,NA,22,26.96969794,27.64302375
3,Control,27/07/2018,36,c12,3,14/08/2018,1,0,0,0,30,NA,NA,1,11/09/2018,20/09/2018,0,f,emergence only,30,NA,NA,18,NA,22,26.96969794,27.89357246
4,Control,27/07/2018,61,f1,4,14/08/2018,1,0,0,0,29,NA,NA,1,12/09/2018,20/09/2018,0,m,emergence only,29,NA,NA,18,NA,22,26.96969794,26.48962324
5,Control,27/07/2018,67,f7,5,14/08/2018,1,0,0,0,29.8,5.58,3.43,1,10/09/2018,19/09/2018,0,f,measurment and emergence,29.8,NA,NA,18,NA,22,26.96969794,29.03709495
13,Control,27/07/2018,27,c3,13,15/08/2018,1,0,0,0,29.6,NA,NA,1,13/09/2018,21/09/2018,0,m,emergence only,29.6,NA,NA,19,NA,22,27.3411679,28.51976456
14,Control,27/07/2018,53,e5,14,15/08/2018,1,0,0,0,28.1,NA,NA,1,12/09/2018,20/09/2018,0,m,emergence only,28.1,NA,NA,19,NA,22,27.3411679,29.04773354
19,Control,27/07/2018,4,a4,19,16/08/2018,1,0,0,0,30.9,5.86,3.29,1,12/09/2018,20/09/2018,0,f,measurment and emergence,30.9,NA,NA,20,NA,22,27.70461074,27.67239002
20,Control,27/07/2018,21,b9,20,16/08/2018,1,0,0,0,28.7,5.83,3.34,1,13/09/2018,24/09/2018,1,f,measurment and emergence,28.7,NA,NA,20,NA,22,27.70461074,29.15639492
21,Control,27/07/2018,11,a11,21,16/08/2018,1,0,0,0,30,NA,NA,0,NA,NA,0,NA,fat analysis,30,10.5,5.8,20,4.7,22,27.70461074,26.97970409
22,Control,27/07/2018,12,a12,22,16/08/2018,1,0,0,0,26.7,5.68,3.33,1,12/09/2018,21/09/2018,0,f,measurment and emergence,26.7,NA,NA,20,NA,22,27.70461074,28.27736777
23,Control,27/07/2018,17,b5,23,16/08/2018,1,0,0,0,27,NA,NA,0,NA,NA,0,NA,fat analysis,27,9.2,5.8,20,3.4,22,27.70461074,26.16882006
24,Control,27/07/2018,32,c8,24,16/08/2018,1,0,0,0,30.6,5.76,3.47,1,14/09/2018,24/09/2018,1,m,measurment and emergence,30.6,NA,NA,20,NA,22,27.70461074,31.23992115
25,Control,27/07/2018,34,c10,25,16/08/2018,1,0,0,0,30.6,NA,NA,0,NA,NA,0,NA,fat analysis,30.6,6.6,6.3,20,0.3,22,27.70461074,29.30125995
26,Control,27/07/2018,39,d3,26,16/08/2018,1,0,0,0,31.7,NA,NA,0,NA,NA,0,NA,fat analysis,31.7,11,5,20,6,22,27.70461074,28.34687515
27,Control,27/07/2018,40,d4,27,16/08/2018,1,0,0,0,32.5,NA,NA,1,17/09/2018,24/09/2018,1,m,emergence only,32.5,NA,NA,20,NA,22,27.70461074,30.59902657
28,Control,27/07/2018,41,d5,28,16/08/2018,1,0,0,0,25.1,5.7,3.18,1,14/09/2018,24/09/2018,1,m,measurment and emergence,25.1,NA,NA,20,NA,22,27.70461074,27.1946325
29,Control,27/07/2018,43,d7,29,16/08/2018,1,0,0,0,27.5,5.31,3.24,1,13/09/2018,24/09/2018,1,f,measurment and emergence,27.5,NA,NA,20,NA,22,27.70461074,27.90580734
30,Control,27/07/2018,48,d12,30,16/08/2018,1,0,0,0,26,NA,NA,0,NA,NA,0,NA,fat analysis,26,9.2,5.7,20,3.5,22,27.70461074,26.95797768
31,Control,27/07/2018,55,e7,31,16/08/2018,1,0,0,0,28.3,NA,NA,0,NA,NA,0,NA,fat analysis,28.3,10.3,6.3,20,4,22,27.70461074,28.34478674
32,Control,27/07/2018,63,f3,32,16/08/2018,1,0,0,0,27.9,NA,NA,1,17/09/2018,24/09/2018,1,m,emergence only,27.9,NA,NA,20,NA,22,27.70461074,27.64036983
33,Control,27/07/2018,69,f9,33,16/08/2018,1,0,0,0,28.8,5.8,3.35,1,14/09/2018,21/09/2018,0,m,measurment and emergence,28.8,NA,NA,20,NA,22,27.70461074,28.34475831
34,Control,27/07/2018,73,g1,34,16/08/2018,1,0,0,0,32.4,NA,NA,1,17/09/2018,24/09/2018,1,m,emergence only,32.4,NA,NA,20,NA,22,27.70461074,31.00128464
35,Control,27/07/2018,78,g6,35,16/08/2018,1,0,0,0,30.5,NA,NA,0,NA,NA,0,NA,fat analysis,30.5,11,6.9,20,4.1,22,27.70461074,28.90085381
36,Control,27/07/2018,81,g9,36,16/08/2018,1,0,0,0,29.1,5.74,3.34,1,17/09/2018,24/09/2018,0,m,measurment and emergence,29.1,NA,NA,20,NA,22,27.70461074,28.79985752
37,Control,27/07/2018,85,h1,37,16/08/2018,1,0,0,0,27.5,NA,NA,0,NA,NA,0,NA,fat analysis,27.5,9.8,6.2,20,3.6,22,27.70461074,26.2391247
38,Control,27/07/2018,86,h2,38,16/08/2018,1,0,0,0,28.5,NA,NA,0,NA,NA,0,NA,fat analysis,28.5,9.8,6.1,20,3.7,22,27.70461074,28.03790535
39,Control,27/07/2018,87,h3,39,16/08/2018,1,0,0,0,25.8,NA,NA,1,17/09/2018,24/09/2018,1,m,emergence only,25.8,NA,NA,20,NA,22,27.70461074,26.90969402
40,Control,27/07/2018,89,h5,40,16/08/2018,1,0,0,0,33.8,6.18,3.47,1,17/09/2018,24/09/2018,1,m,measurment and emergence,33.8,NA,NA,20,NA,22,27.70461074,30.54755495
41,Control,27/07/2018,91,h7,41,16/08/2018,1,0,0,0,33.2,NA,NA,0,NA,NA,0,NA,fat analysis,33.2,11.7,7.5,20,4.2,22,27.70461074,31.72654534
63,Control,27/07/2018,6,a6,63,17/08/2018,1,0,0,0,24.9,NA,NA,0,NA,NA,0,NA,fat analysis,24.9,8.6,6.2,21,2.4,22,28.06002647,27.45603733
64,Control,27/07/2018,9,a9,64,17/08/2018,1,0,0,0,27.3,NA,NA,1,17/09/2018,24/09/2018,1,m,emergence only,27.3,NA,NA,21,NA,22,28.06002647,28.68278022
65,Control,27/07/2018,10,a10,65,17/08/2018,1,0,0,0,25.3,5.98,3.03,1,17/09/2018,24/09/2018,1,m,measurment and emergence,25.3,NA,NA,21,NA,22,28.06002647,23.19076724
66,Control,27/07/2018,30,c6,66,17/08/2018,1,0,0,0,31,NA,NA,1,17/09/2018,24/09/2018,1,m,emergence only,31,NA,NA,21,NA,22,28.06002647,30.55776752
67,Control,27/07/2018,31,c7,67,17/08/2018,1,0,0,0,31,NA,NA,1,17/09/2018,24/09/2018,1,f,emergence only,31,NA,NA,21,NA,22,28.06002647,30.0370007
68,Control,27/07/2018,44,d8,68,17/08/2018,1,0,0,0,28.5,5.64,3.33,0,NA,NA,0,NA,measurment and emergence,NA,NA,NA,21,NA,22,28.06002647,27.29921378
69,Control,27/07/2018,45,d9,69,17/08/2018,1,0,0,0,26.1,NA,NA,0,NA,NA,0,NA,fat analysis,26.1,9.6,5.9,21,3.7,22,28.06002647,27.390375
70,Control,27/07/2018,46,d10,70,17/08/2018,1,0,0,0,25.5,5.55,3.15,0,NA,NA,0,NA,measurment and emergence,25.5,NA,NA,21,NA,22,28.06002647,28.67256717
71,Control,27/07/2018,52,e4,71,17/08/2018,1,0,0,0,28,NA,NA,1,17/09/2018,24/09/2018,1,f,emergence only,28,NA,NA,21,NA,22,28.06002647,28.46824666
72,Control,27/07/2018,54,e6,72,17/08/2018,1,0,0,0,31.9,NA,NA,0,NA,NA,0,NA,fat analysis,31.9,11.4,7.4,21,4,22,28.06002647,28.4944331
73,Control,27/07/2018,68,f8,73,17/08/2018,1,0,0,0,22.8,5.12,3.17,1,17/09/2018,24/09/2018,1,m,measurment and emergence,22.8,NA,NA,21,NA,22,28.06002647,25.68417594
74,Control,27/07/2018,74,g2,74,17/08/2018,1,0,0,0,29.4,NA,NA,0,NA,NA,0,NA,fat analysis,29.4,10.1,7,21,3.1,22,28.06002647,29.68629693
88,Control,27/07/2018,1,a1,88,18/08/2018,1,1,0,0,29.3,5.74,3.36,1,17/09/2018,25/09/2018,0,f,measurment and emergence,29.3,NA,NA,22,NA,22,28.40741509,28.56049306
89,Control,27/07/2018,2,a2,89,18/08/2018,1,1,0,0,26.2,NA,NA,1,18/09/2018,24/09/2018,1,m,emergence only,26.2,NA,NA,22,NA,22,28.40741509,29.20253315
90,Control,27/07/2018,3,a3,90,19/08/2018,1,1,0,0,32.1,6.08,3.4,1,19/09/2018,28/09/2018,0,m,measurment and emergence,32.1,NA,NA,23,NA,22,28.74677659,29.39370252
91,Control,27/07/2018,8,a8,91,18/08/2018,1,1,0,0,27.2,NA,NA,0,NA,NA,0,NA,fat analysis,27.2,10,6.9,22,3.1,22,28.40741509,28.08342585
92,Control,27/07/2018,18,b6,92,19/08/2018,1,1,0,0,32.6,6.05,3.37,1,19/09/2018,28/09/2018,0,m,measurment and emergence,32.6,NA,NA,23,NA,22,28.74677659,30.73488224
93,Control,27/07/2018,19,b7,93,18/08/2018,1,1,0,0,24.9,5.58,3.32,1,17/09/2018,24/09/2018,1,f,measurment and emergence,24.9,NA,NA,22,NA,22,28.40741509,26.79975323
94,Control,27/07/2018,22,b10,94,19/08/2018,1,1,0,0,23,NA,NA,0,NA,NA,0,NA,fat analysis,23,7.4,5.7,23,1.7,22,28.74677659,26.9300571
95,Control,27/07/2018,24,b12,95,19/08/2018,1,1,0,0,28.4,NA,NA,0,NA,NA,0,NA,fat analysis,28.4,9.7,6.6,23,3.1,22,28.74677659,28.30224893
96,Control,27/07/2018,28,c4,96,19/08/2018,1,1,0,0,28.9,5.94,3.33,1,18/09/2018,25/09/2018,0,m,measurment and emergence,28.9,NA,NA,23,NA,22,28.74677659,28.53378511
97,Control,27/07/2018,35,c11,97,18/08/2018,1,1,0,0,25,5.78,3.24,1,17/09/2018,24/09/2018,1,m,measurment and emergence,25,NA,NA,22,NA,22,28.40741509,26.60358014
98,Control,27/07/2018,47,d11,98,19/08/2018,1,1,0,0,21.1,NA,NA,1,18/09/2018,24/09/2018,1,m,emergence only,21.1,NA,NA,23,NA,22,28.74677659,26.60803824
99,Control,27/07/2018,49,e1,99,18/08/2018,1,1,0,0,26.9,NA,NA,0,NA,NA,0,NA,fat analysis,26.9,9.3,6.4,22,2.9,22,28.40741509,25.69137071
100,Control,27/07/2018,50,e2,100,18/08/2018,1,1,0,0,26.9,NA,NA,0,NA,NA,0,NA,fat analysis,26.9,9.8,6.3,22,3.5,22,28.40741509,29.28570945
101,Control,27/07/2018,56,e8,101,20/08/2018,1,1,0,0,26.8,5.55,3.22,1,17/09/2018,24/09/2018,1,f,measurment and emergence,26.8,NA,NA,24,NA,22,29.07811099,28.09843586
102,Control,27/07/2018,58,e10,102,20/08/2018,1,1,0,0,31.9,NA,NA,0,NA,NA,0,NA,fat analysis,31.9,10.3,7,24,3.3,22,29.07811099,28.89891658
103,Control,27/07/2018,59,e11,103,19/08/2018,1,1,0,0,31.3,NA,NA,0,NA,NA,0,NA,fat analysis,31.3,11.5,7.7,23,3.8,22,28.74677659,29.43254923
104,Control,27/07/2018,60,e12,104,20/08/2018,1,1,0,0,30.4,5.8,3.36,1,17/09/2018,27/09/2018,0,f,measurment and emergence,30.4,NA,NA,24,NA,22,29.07811099,28.95402579
105,Control,27/07/2018,64,f4,105,18/08/2018,1,1,0,0,31.1,NA,NA,0,NA,NA,0,NA,fat analysis,31.1,11.3,7.5,22,3.8,22,28.40741509,32.02425323
106,Control,27/07/2018,65,f5,106,19/08/2018,1,1,0,0,32,NA,NA,1,19/09/2018,28/09/2018,0,m,emergence only,32,NA,NA,23,NA,22,28.74677659,31.5906712
107,Control,27/07/2018,66,f6,107,19/08/2018,1,1,0,0,26.5,NA,NA,0,NA,NA,0,NA,fat analysis,26.5,9,5.8,23,3.2,22,28.74677659,27.4686066
108,Control,27/07/2018,75,g3,108,19/08/2018,1,1,0,0,29.4,5.62,3.43,1,18/09/2018,26/09/2018,0,f,measurment and emergence,29.4,NA,NA,23,NA,22,28.74677659,28.25431361
109,Control,27/07/2018,79,g7,109,18/08/2018,1,1,0,0,20.5,NA,NA,0,NA,NA,0,NA,fat analysis,20.5,7,4.6,22,2.4,22,28.40741509,23.50485844
110,Control,27/07/2018,83,g11,110,20/08/2018,1,1,0,0,31.6,NA,NA,0,NA,NA,0,NA,fat analysis,31.6,11.7,7.4,24,4.3,22,29.07811099,28.71887522
111,Control,27/07/2018,88,h4,111,18/08/2018,1,1,0,0,33.2,NA,NA,0,NA,NA,0,NA,fat analysis,33.2,12.1,7.8,22,4.3,22,28.40741509,31.21759407
112,Control,27/07/2018,93,h9,112,18/08/2018,1,1,0,0,27.3,NA,NA,1,17/09/2018,24/09/2018,0,m,emergence only,27.3,NA,NA,22,NA,22,28.40741509,27.45840607
131,Control,27/07/2018,57,e9,131,21/08/2018,1,0,0,0,26.1,NA,NA,1,18/09/2018,26/09/2018,0,f,emergence only,26.1,NA,NA,25,NA,22,29.40141827,28.66558078
132,Control,27/07/2018,62,f2,132,21/08/2018,1,0,0,0,21,NA,NA,1,20/09/2018,25/09/2018,0,m,emergence only,21,NA,NA,25,NA,22,29.40141827,26.48601721
133,Control,27/07/2018,71,f11,133,21/08/2018,1,0,0,0,28.5,NA,NA,1,20/09/2018,28/09/2018,0,m,emergence only,28.5,NA,NA,25,NA,22,29.40141827,29.5619287
134,Control,27/07/2018,72,f12,134,21/08/2018,1,0,0,0,28.4,NA,NA,0,NA,NA,0,NA,fat analysis,28.4,9.9,6.5,25,3.4,22,29.40141827,31.98751958
135,Control,27/07/2018,80,g8,135,21/08/2018,1,0,0,0,27.4,NA,NA,1,18/09/2018,25/09/2018,0,f,emergence only,27.4,NA,NA,25,NA,22,29.40141827,28.06318092
136,Control,27/07/2018,42,d6,136,21/08/2018,1,0,0,0,28.4,5.72,3.25,1,21/09/2018,28/09/2018,0,m,measurment and emergence,28.4,NA,NA,25,NA,22,29.40141827,29.58765738
138,Control,27/07/2018,96,h12,138,21/08/2018,1,0,0,0,26.4,5.71,3.19,1,21/09/2018,28/09/2018,0,m,measurment and emergence,26.4,NA,NA,25,NA,22,29.40141827,29.01341375
142,Control,27/07/2018,29,c5,142,22/08/2018,1,0,0,0,31.7,5.88,3.19,1,24/09/2018,01/10/2018,1,m,measurment and emergence,31.7,NA,NA,26,NA,22,29.71669844,30.99549954
144,Control,27/07/2018,25,c1,144,23/08/2018,1,0,0,0,28.1,NA,NA,1,24/09/2018,01/10/2018,1,m,emergence only,28.1,NA,NA,27,NA,22,30.02395149,30.0407505
145,Control,27/07/2018,26,c2,145,23/08/2018,1,0,0,0,27.4,NA,NA,0,NA,NA,0,NA,fat analysis,27.4,9,5.8,27,3.2,22,30.02395149,28.34019916
146,Control,27/07/2018,77,g5,146,23/08/2018,2,0,0,0,35.1,NA,NA,1,21/09/2018,01/10/2018,1,f,emergence only,35.1,NA,NA,27,NA,22,30.02395149,33.25390443
150,Control,27/07/2018,23,b11,150,24/08/2018,2,0,0,0,29.3,5.57,3.38,1,24/09/2018,01/10/2018,1,m,measurment and emergence,29.3,NA,NA,28,NA,32,30.32317744,31.17666258
151,Control,27/07/2018,67,f7,151,24/08/2018,2,0,0,0,32.9,5.89,3.43,1,24/09/2018,01/10/2018,1,m,measurment and emergence,32.9,NA,NA,28,NA,32,30.32317744,32.05118345
152,Control,27/07/2018,94,h10,152,24/08/2018,1,0,0,0,23.9,NA,NA,1,20/09/2018,25/09/2018,0,f,emergence only,23.9,NA,NA,28,NA,32,30.32317744,28.58725287
158,Control,27/07/2018,90,h6,158,18/08/2018,1,0,0,0,22.2,5.52,3.17,1,17/09/2018,24/09/2018,1,f,measurment and emergence,22.2,NA,NA,22,NA,22,28.40741509,25.54030159
159,Control,27/07/2018,5,a5,159,27/08/2018,1,1,0,0,31.7,NA,NA,0,NA,NA,0,NA,fat analysis,31.7,11,7.2,31,3.8,32,31.1726926,33.12351286
160,Control,27/07/2018,6,a6,160,27/08/2018,2,1,0,0,33.3,NA,NA,0,NA,NA,0,NA,fat analysis,33.3,11.6,7.4,31,4.2,32,31.1726926,30.34059431
161,Control,27/07/2018,12,a12,161,26/08/2018,2,1,0,0,32.5,NA,NA,0,NA,NA,0,NA,fat analysis,32.5,12,7.5,30,4.5,32,30.89754799,31.47268256
162,Control,27/07/2018,16,b4,162,27/08/2018,2,1,0,0,31,5.88,3.2,1,27/09/2018,04/10/2018,0,m,measurment and emergence,31,NA,NA,31,NA,32,31.1726926,33.02820737
163,Control,27/07/2018,17,b5,163,27/08/2018,2,1,0,0,28.1,5.55,3.26,1,25/09/2018,04/10/2018,0,m,measurment and emergence,28.1,NA,NA,31,NA,32,31.1726926,29.63695699
164,Control,27/07/2018,21,b9,164,26/08/2018,2,1,0,0,35.4,NA,NA,0,NA,NA,0,NA,fat analysis,35.4,12.8,8.4,30,4.4,32,30.89754799,32.20609975
165,Control,27/07/2018,27,c3,165,27/08/2018,2,1,0,0,33.4,NA,NA,0,NA,NA,0,NA,fat analysis,33.4,11.5,7.4,31,4.1,32,31.1726926,32.09513769
166,Control,27/07/2018,31,c7,166,27/08/2018,2,1,0,0,32.9,5.87,3.54,1,27/09/2018,08/10/2018,1,m,measurment and emergence,32.9,NA,NA,31,NA,32,31.1726926,33.12938047
167,Control,27/07/2018,32,c8,167,27/08/2018,2,1,0,0,37.2,NA,NA,1,24/09/2018,03/10/2018,0,f,emergence only,37.2,NA,NA,31,NA,32,31.1726926,34.84126288
168,Control,27/07/2018,34,c10,168,26/08/2018,2,1,0,0,32.8,NA,NA,0,NA,NA,0,NA,fat analysis,32.8,11.9,7.6,30,4.3,32,30.89754799,32.25954221
169,Control,27/07/2018,36,c12,169,25/08/2018,2,1,0,0,28.7,5.81,3.43,1,25/09/2018,03/10/2018,0,m,measurment and emergence,28.7,NA,NA,29,NA,32,30.61437627,31.50299465
170,Control,27/07/2018,40,d4,170,27/08/2018,2,1,0,0,35.7,6.02,3.6,0,NA,NA,0,NA,measurment and emergence,NA,NA,NA,31,NA,32,31.1726926,33.89757449
171,Control,27/07/2018,41,d5,171,27/08/2018,2,1,0,0,31.7,5.53,3.5,1,27/09/2018,05/10/2018,0,m,measurment and emergence,31.7,NA,NA,31,NA,32,31.1726926,30.30775746
172,Control,27/07/2018,43,d7,172,27/08/2018,2,1,0,0,33.4,5.96,3.33,1,27/09/2018,05/10/2018,0,m,measurment and emergence,33.4,NA,NA,31,NA,32,31.1726926,31.2856992
173,Control,27/07/2018,46,d10,173,27/08/2018,2,1,0,0,34.3,NA,NA,1,27/09/2018,08/10/2018,1,m,emergence only,34.3,NA,NA,31,NA,32,31.1726926,31.91822649
175,Control,27/07/2018,53,e5,175,27/08/2018,2,1,0,0,32,NA,NA,1,26/09/2018,05/10/2018,0,m,emergence only,32,NA,NA,31,NA,32,31.1726926,33.11000643
176,Control,27/07/2018,55,e7,176,26/08/2018,2,1,0,0,31.9,NA,NA,0,NA,NA,0,NA,fat analysis,31.9,11.7,8.2,30,3.5,32,30.89754799,31.66802549
177,Control,27/07/2018,61,f1,177,26/08/2018,2,1,0,0,25.7,NA,NA,1,26/09/2018,04/10/2018,0,m,emergence only,25.7,NA,NA,30,NA,32,30.89754799,30.25902597
178,Control,27/07/2018,63,f3,178,26/08/2018,2,1,0,0,32.6,NA,NA,0,NA,NA,0,NA,fat analysis,32.6,12.3,7.5,30,4.8,32,30.89754799,30.68729343
179,Control,27/07/2018,69,f9,179,26/08/2018,2,1,0,0,32.3,NA,NA,1,24/09/2018,02/10/2018,0,f,emergence only,32.3,NA,NA,30,NA,32,30.89754799,31.47179511
180,Control,27/07/2018,73,g1,180,26/08/2018,2,1,0,0,34.1,NA,NA,0,NA,NA,0,NA,fat analysis,34.1,12.1,7.8,30,4.3,32,30.89754799,34.29883976
181,Control,27/07/2018,74,g2,181,27/08/2018,2,1,0,0,34,6,3.61,0,NA,NA,0,NA,measurment and emergence,NA,NA,NA,31,NA,32,31.1726926,32.62543377
182,Control,27/07/2018,81,g9,182,27/08/2018,2,1,0,0,31.3,NA,NA,0,NA,NA,0,NA,fat analysis,31.3,10.8,6.9,31,3.9,32,31.1726926,32.04078442
183,Control,27/07/2018,85,h1,183,26/08/2018,2,1,0,0,27.2,5.53,3.41,1,24/09/2018,03/10/2018,0,f,measurment and emergence,27.2,NA,NA,30,NA,32,30.89754799,29.45273956
184,Control,27/07/2018,86,h2,184,26/08/2018,2,1,0,0,32.2,NA,NA,0,NA,NA,0,NA,fat analysis,32.2,11.3,7.4,30,3.9,32,30.89754799,30.95117002
185,Control,27/07/2018,87,h3,185,26/08/2018,2,1,0,0,33.2,NA,NA,0,NA,NA,0,NA,fat analysis,33.2,11.5,6.2,30,5.3,32,30.89754799,30.08221032
186,Control,27/07/2018,91,h7,186,26/08/2018,2,1,0,0,33.6,NA,NA,1,27/09/2018,08/10/2018,1,m,emergence only,33.6,NA,NA,30,NA,32,30.89754799,35.03645144
213,Control,27/07/2018,2,a2,214,28/08/2018,2,0,0,0,31.5,NA,NA,1,01/10/2018,08/10/2018,1,m,emergence only,31.5,NA,NA,32,NA,32,31.4398101,32.64977367
